division;iteration_key;arousal_zelle;valence_zelle;dichte
KE;2;0,5833;0,6167;0,028
KE;2;0,5833;0,65;0,0201
KE;2;0,5833;0,6833;0,0201
KE;2;0,5833;0,7167;0,0234
KE;2;0,5833;0,75;0,025
KE;2;0,5833;0,7833;0,0223
KE;2;0,5833;0,8167;0,0162
KE;2;0,5833;0,85;0,0096
KE;2;0,5833;0,8833;0,0046
KE;2;0,5833;0,9167;0,0018
KE;2;0,5833;0,95;0,0006
KE;2;0,5833;0,9833;0,0001
KE;2;0,6167;-0,8167;0,0001
KE;2;0,6167;-0,7833;0,0004
KE;2;0,6167;-0,75;0,0012
KE;2;0,6167;-0,7167;0,0035
KE;2;0,6167;-0,6833;0,008
KE;2;0,6167;-0,65;0,0156
KE;2;0,6167;-0,6167;0,0257
KE;2;0,6167;-0,5833;0,0358
KE;2;0,6167;-0,55;0,0422
KE;2;0,6167;-0,5167;0,0421
KE;2;0,6167;-0,4833;0,0355
KE;2;0,6167;-0,45;0,0261
KE;2;0,6167;-0,4167;0,0189
KE;2;0,6167;-0,3833;0,0169
KE;2;0,6167;-0,35;0,02
KE;2;0,6167;-0,3167;0,0246
KE;2;0,6167;-0,2833;0,0266
KE;2;0,6167;-0,25;0,0238
KE;2;0,6167;-0,2167;0,0173
KE;2;0,6167;-0,1833;0,0102
KE;2;0,6167;-0,15;0,0049
KE;2;0,6167;-0,1167;0,0019
KE;2;0,6167;-0,0833;0,0006
KE;2;0,6167;-0,05;0,0002
KE;2;0,6167;0,0167;0,0001
KE;2;0,6167;0,05;0,0002
KE;2;0,6167;0,0833;0,0008
KE;2;0,6167;0,1167;0,0021
KE;2;0,6167;0,15;0,0047
KE;2;0,6167;0,1833;0,0087
KE;2;0,6167;0,2167;0,0131
KE;2;0,6167;0,25;0,0163
KE;2;0,6167;0,2833;0,017
KE;2;0,6167;0,3167;0,016
KE;2;0,6167;0,35;0,0163
KE;2;0,6167;0,3833;0,0212
KE;2;0,6167;0,4167;0,0323
KE;2;0,6167;0,45;0,0463
KE;2;0,6167;0,4833;0,0567
KE;2;0,6167;0,5167;0,0576
KE;2;0,6167;0,55;0,0484
KE;2;0,6167;0,5833;0,0345
KE;2;0,6167;0,6167;0,0231
KE;2;0,6167;0,65;0,0186
KE;2;0,6167;0,6833;0,0205
KE;2;0,6167;0,7167;0,0248
KE;2;0,6167;0,75;0,0267
KE;2;0,6167;0,7833;0,0239
KE;2;0,6167;0,8167;0,0174
KE;2;0,6167;0,85;0,0103
KE;2;0,6167;0,8833;0,0049
KE;2;0,6167;0,9167;0,0019
KE;2;0,6167;0,95;0,0006
KE;2;0,6167;0,9833;0,0002
KE;2;0,65;-0,8167;0,0001
KE;2;0,65;-0,7833;0,0005
KE;2;0,65;-0,75;0,0016
KE;2;0,65;-0,7167;0,0045
KE;2;0,65;-0,6833;0,0101
KE;2;0,65;-0,65;0,019
KE;2;0,65;-0,6167;0,0301
KE;2;0,65;-0,5833;0,0403
KE;2;0,65;-0,55;0,0457
KE;2;0,65;-0,5167;0,044
KE;2;0,65;-0,4833;0,036
KE;2;0,65;-0,45;0,0257
KE;2;0,65;-0,4167;0,018
KE;2;0,65;-0,3833;0,0158
KE;2;0,65;-0,35;0,0186
KE;2;0,65;-0,3167;0,023
KE;2;0,65;-0,2833;0,0249
KE;2;0,65;-0,25;0,0223
KE;2;0,65;-0,2167;0,0162
KE;2;0,65;-0,1833;0,0096
KE;2;0,65;-0,15;0,0046
KE;2;0,65;-0,1167;0,0018
KE;2;0,65;-0,0833;0,0006
KE;2;0,65;-0,05;0,0001
KE;2;0,65;0,0167;0,0001
KE;2;0,65;0,05;0,0004
KE;2;0,65;0,0833;0,0012
KE;2;0,65;0,1167;0,0031
KE;2;0,65;0,15;0,0066
KE;2;0,65;0,1833;0,0115
KE;2;0,65;0,2167;0,0164
KE;2;0,65;0,25;0,0193
KE;2;0,65;0,2833;0,0187
KE;2;0,65;0,3167;0,0159
KE;2;0,65;0,35;0,014
KE;2;0,65;0,3833;0,0163
KE;2;0,65;0,4167;0,024
KE;2;0,65;0,45;0,0348
KE;2;0,65;0,4833;0,0436
KE;2;0,65;0,5167;0,0454
KE;2;0,65;0,55;0,039
KE;2;0,65;0,5833;0,0285
KE;2;0,65;0,6167;0,0198
KE;2;0,65;0,65;0,0168
KE;2;0,65;0,6833;0,0191
KE;2;0,65;0,7167;0,0234
KE;2;0,65;0,75;0,0253
KE;2;0,65;0,7833;0,0226
KE;2;0,65;0,8167;0,0165
KE;2;0,65;0,85;0,0097
KE;2;0,65;0,8833;0,0047
KE;2;0,65;0,9167;0,0018
KE;2;0,65;0,95;0,0006
KE;2;0,65;0,9833;0,0001
KE;2;0,6833;-0,8167;0,0001
KE;2;0,6833;-0,7833;0,0006
KE;2;0,6833;-0,75;0,002
KE;2;0,6833;-0,7167;0,0053
KE;2;0,6833;-0,6833;0,0117
KE;2;0,6833;-0,65;0,0218
KE;2;0,6833;-0,6167;0,0339
KE;2;0,6833;-0,5833;0,0444
KE;2;0,6833;-0,55;0,0493
KE;2;0,6833;-0,5167;0,0465
KE;2;0,6833;-0,4833;0,0372
KE;2;0,6833;-0,45;0,026
KE;2;0,6833;-0,4167;0,0174
KE;2;0,6833;-0,3833;0,0142
KE;2;0,6833;-0,35;0,0157
KE;2;0,6833;-0,3167;0,019
KE;2;0,6833;-0,2833;0,0205
KE;2;0,6833;-0,25;0,0183
KE;2;0,6833;-0,2167;0,0133
KE;2;0,6833;-0,1833;0,0079
KE;2;0,6833;-0,15;0,0038
KE;2;0,6833;-0,1167;0,0015
KE;2;0,6833;-0,0833;0,0005
KE;2;0,6833;-0,05;0,0001
KE;2;0,6833;-0,0167;0,0001
KE;2;0,6833;0,0167;0,0001
KE;2;0,6833;0,05;0,0006
KE;2;0,6833;0,0833;0,0018
KE;2;0,6833;0,1167;0,0046
KE;2;0,6833;0,15;0,0098
KE;2;0,6833;0,1833;0,0167
KE;2;0,6833;0,2167;0,0232
KE;2;0,6833;0,25;0,0263
KE;2;0,6833;0,2833;0,0245
KE;2;0,6833;0,3167;0,0193
KE;2;0,6833;0,35;0,0148
KE;2;0,6833;0,3833;0,0147
KE;2;0,6833;0,4167;0,0205
KE;2;0,6833;0,45;0,03
KE;2;0,6833;0,4833;0,0386
KE;2;0,6833;0,5167;0,0412
KE;2;0,6833;0,55;0,0363
KE;2;0,6833;0,5833;0,027
KE;2;0,6833;0,6167;0,0187
KE;2;0,6833;0,65;0,0152
KE;2;0,6833;0,6833;0,0167
KE;2;0,6833;0,7167;0,0201
KE;2;0,6833;0,75;0,0216
KE;2;0,6833;0,7833;0,0193
KE;2;0,6833;0,8167;0,014
KE;2;0,6833;0,85;0,0083
KE;2;0,6833;0,8833;0,004
KE;2;0,6833;0,9167;0,0015
KE;2;0,6833;0,95;0,0005
KE;2;0,6833;0,9833;0,0001
KE;2;0,7167;-0,8167;0,0002
KE;2;0,7167;-0,7833;0,0006
KE;2;0,7167;-0,75;0,0021
KE;2;0,7167;-0,7167;0,0056
KE;2;0,7167;-0,6833;0,0124
KE;2;0,7167;-0,65;0,0229
KE;2;0,7167;-0,6167;0,0354
KE;2;0,7167;-0,5833;0,0461
KE;2;0,7167;-0,55;0,0509
KE;2;0,7167;-0,5167;0,0477
KE;2;0,7167;-0,4833;0,038
KE;2;0,7167;-0,45;0,0262
KE;2;0,7167;-0,4167;0,0168
KE;2;0,7167;-0,3833;0,0122
KE;2;0,7167;-0,35;0,0122
KE;2;0,7167;-0,3167;0,014
KE;2;0,7167;-0,2833;0,0149
KE;2;0,7167;-0,25;0,0132
KE;2;0,7167;-0,2167;0,0096
KE;2;0,7167;-0,1833;0,0057
KE;2;0,7167;-0,15;0,0027
KE;2;0,7167;-0,1167;0,0011
KE;2;0,7167;-0,0833;0,0003
KE;2;0,7167;-0,05;0,0001
KE;2;0,7167;-0,0167;0,0001
KE;2;0,7167;0,0167;0,0002
KE;2;0,7167;0,05;0,0008
KE;2;0,7167;0,0833;0,0025
KE;2;0,7167;0,1167;0,0066
KE;2;0,7167;0,15;0,0138
KE;2;0,7167;0,1833;0,0234
KE;2;0,7167;0,2167;0,0322
KE;2;0,7167;0,25;0,036
KE;2;0,7167;0,2833;0,0329
KE;2;0,7167;0,3167;0,0251
KE;2;0,7167;0,35;0,0179
KE;2;0,7167;0,3833;0,0159
KE;2;0,7167;0,4167;0,0209
KE;2;0,7167;0,45;0,0307
KE;2;0,7167;0,4833;0,0403
KE;2;0,7167;0,5167;0,0438
KE;2;0,7167;0,55;0,0391
KE;2;0,7167;0,5833;0,0291
KE;2;0,7167;0,6167;0,0195
KE;2;0,7167;0,65;0,0144
KE;2;0,7167;0,6833;0,0143
KE;2;0,7167;0,7167;0,0164
KE;2;0,7167;0,75;0,0174
KE;2;0,7167;0,7833;0,0155
KE;2;0,7167;0,8167;0,0113
KE;2;0,7167;0,85;0,0067
KE;2;0,7167;0,8833;0,0032
KE;2;0,7167;0,9167;0,0012
KE;2;0,7167;0,95;0,0004
KE;2;0,7167;0,9833;0,0001
KE;2;0,75;-0,8167;0,0001
KE;2;0,75;-0,7833;0,0006
KE;2;0,75;-0,75;0,0019
KE;2;0,75;-0,7167;0,0052
KE;2;0,75;-0,6833;0,0117
KE;2;0,75;-0,65;0,0216
KE;2;0,75;-0,6167;0,0335
KE;2;0,75;-0,5833;0,0439
KE;2;0,75;-0,55;0,0488
KE;2;0,75;-0,5167;0,0461
KE;2;0,75;-0,4833;0,0371
KE;2;0,75;-0,45;0,0257
KE;2;0,75;-0,4167;0,0161
KE;2;0,75;-0,3833;0,0105
KE;2;0,75;-0,35;0,0089
KE;2;0,75;-0,3167;0,0093
KE;2;0,75;-0,2833;0,0096
KE;2;0,75;-0,25;0,0084
KE;2;0,75;-0,2167;0,0061
KE;2;0,75;-0,1833;0,0036
KE;2;0,75;-0,15;0,0017
KE;2;0,75;-0,1167;0,0007
KE;2;0,75;-0,0833;0,0002
KE;2;0,75;-0,05;0,0001
KE;2;0,75;-0,0167;0,0001
KE;2;0,75;0,0167;0,0003
KE;2;0,75;0,05;0,001
KE;2;0,75;0,0833;0,0033
KE;2;0,75;0,1167;0,0084
KE;2;0,75;0,15;0,0175
KE;2;0,75;0,1833;0,0297
KE;2;0,75;0,2167;0,0408
KE;2;0,75;0,25;0,0454
KE;2;0,75;0,2833;0,0412
KE;2;0,75;0,3167;0,0312
KE;2;0,75;0,35;0,0217
KE;2;0,75;0,3833;0,0185
KE;2;0,75;0,4167;0,0237
KE;2;0,75;0,45;0,0349
KE;2;0,75;0,4833;0,0461
KE;2;0,75;0,5167;0,0504
KE;2;0,75;0,55;0,0451
KE;2;0,75;0,5833;0,0335
KE;2;0,75;0,6167;0,0217
KE;2;0,75;0,65;0,0147
KE;2;0,75;0,6833;0,013
KE;2;0,75;0,7167;0,0142
KE;2;0,75;0,75;0,0148
KE;2;0,75;0,7833;0,0131
KE;2;0,75;0,8167;0,0095
KE;2;0,75;0,85;0,0056
KE;2;0,75;0,8833;0,0027
KE;2;0,75;0,9167;0,001
KE;2;0,75;0,95;0,0003
KE;2;0,75;0,9833;0,0001
KE;2;0,7833;-0,8167;0,0001
KE;2;0,7833;-0,7833;0,0005
KE;2;0,7833;-0,75;0,0016
KE;2;0,7833;-0,7167;0,0044
KE;2;0,7833;-0,6833;0,0098
KE;2;0,7833;-0,65;0,0182
KE;2;0,7833;-0,6167;0,0285
KE;2;0,7833;-0,5833;0,0379
KE;2;0,7833;-0,55;0,0429
KE;2;0,7833;-0,5167;0,0415
KE;2;0,7833;-0,4833;0,0344
KE;2;0,7833;-0,45;0,0247
KE;2;0,7833;-0,4167;0,0157
KE;2;0,7833;-0,3833;0,0096
KE;2;0,7833;-0,35;0,0068
KE;2;0,7833;-0,3167;0,0059
KE;2;0,7833;-0,2833;0,0056
KE;2;0,7833;-0,25;0,0048
KE;2;0,7833;-0,2167;0,0034
KE;2;0,7833;-0,1833;0,002
KE;2;0,7833;-0,15;0,001
KE;2;0,7833;-0,1167;0,0004
KE;2;0,7833;-0,0833;0,0001
KE;2;0,7833;-0,0167;0,0001
KE;2;0,7833;0,0167;0,0003
KE;2;0,7833;0,05;0,0012
KE;2;0,7833;0,0833;0,0037
KE;2;0,7833;0,1167;0,0095
KE;2;0,7833;0,15;0,0198
KE;2;0,7833;0,1833;0,0335
KE;2;0,7833;0,2167;0,046
KE;2;0,7833;0,25;0,0512
KE;2;0,7833;0,2833;0,0465
KE;2;0,7833;0,3167;0,0352
KE;2;0,7833;0,35;0,0246
KE;2;0,7833;0,3833;0,0213
KE;2;0,7833;0,4167;0,0277
KE;2;0,7833;0,45;0,041
KE;2;0,7833;0,4833;0,0539
KE;2;0,7833;0,5167;0,0588
KE;2;0,7833;0,55;0,0525
KE;2;0,7833;0,5833;0,0387
KE;2;0,7833;0,6167;0,0248
KE;2;0,7833;0,65;0,0162
KE;2;0,7833;0,6833;0,0137
KE;2;0,7833;0,7167;0,0144
KE;2;0,7833;0,75;0,0149
KE;2;0,7833;0,7833;0,0132
KE;2;0,7833;0,8167;0,0096
KE;2;0,7833;0,85;0,0057
KE;2;0,7833;0,8833;0,0027
KE;2;0,7833;0,9167;0,0011
KE;2;0,7833;0,95;0,0003
KE;2;0,7833;0,9833;0,0001
KE;2;0,8167;-0,8167;0,0001
KE;2;0,8167;-0,7833;0,0004
KE;2;0,8167;-0,75;0,0012
KE;2;0,8167;-0,7167;0,0032
KE;2;0,8167;-0,6833;0,0072
KE;2;0,8167;-0,65;0,0137
KE;2;0,8167;-0,6167;0,0218
KE;2;0,8167;-0,5833;0,0297
KE;2;0,8167;-0,55;0,0348
KE;2;0,8167;-0,5167;0,0354
KE;2;0,8167;-0,4833;0,0313
KE;2;0,8167;-0,45;0,0242
KE;2;0,8167;-0,4167;0,0165
KE;2;0,8167;-0,3833;0,0102
KE;2;0,8167;-0,35;0,0062
KE;2;0,8167;-0,3167;0,0042
KE;2;0,8167;-0,2833;0,0032
KE;2;0,8167;-0,25;0,0025
KE;2;0,8167;-0,2167;0,0017
KE;2;0,8167;-0,1833;0,001
KE;2;0,8167;-0,15;0,0005
KE;2;0,8167;-0,1167;0,0002
KE;2;0,8167;-0,0833;0,0001
KE;2;0,8167;-0,0167;0,0001
KE;2;0,8167;0,0167;0,0003
KE;2;0,8167;0,05;0,0012
KE;2;0,8167;0,0833;0,0037
KE;2;0,8167;0,1167;0,0095
KE;2;0,8167;0,15;0,0198
KE;2;0,8167;0,1833;0,0335
KE;2;0,8167;0,2167;0,046
KE;2;0,8167;0,25;0,0512
KE;2;0,8167;0,2833;0,0465
KE;2;0,8167;0,3167;0,0355
KE;2;0,8167;0,35;0,0256
KE;2;0,8167;0,3833;0,0238
KE;2;0,8167;0,4167;0,0322
KE;2;0,8167;0,45;0,0478
KE;2;0,8167;0,4833;0,0624
KE;2;0,8167;0,5167;0,0675
KE;2;0,8167;0,55;0,0598
KE;2;0,8167;0,5833;0,0439
KE;2;0,8167;0,6167;0,0281
KE;2;0,8167;0,65;0,0186
KE;2;0,8167;0,6833;0,0161
KE;2;0,8167;0,7167;0,0173
KE;2;0,8167;0,75;0,018
KE;2;0,8167;0,7833;0,0159
KE;2;0,8167;0,8167;0,0116
KE;2;0,8167;0,85;0,0068
KE;2;0,8167;0,8833;0,0033
KE;2;0,8167;0,9167;0,0013
KE;2;0,8167;0,95;0,0004
KE;2;0,8167;0,9833;0,0001
KE;2;0,85;-0,8167;0,0001
KE;2;0,85;-0,7833;0,0002
KE;2;0,85;-0,75;0,0008
KE;2;0,85;-0,7167;0,0021
KE;2;0,85;-0,6833;0,0048
KE;2;0,85;-0,65;0,0092
KE;2;0,85;-0,6167;0,0152
KE;2;0,85;-0,5833;0,0217
KE;2;0,85;-0,55;0,0273
KE;2;0,85;-0,5167;0,0304
KE;2;0,85;-0,4833;0,03
KE;2;0,85;-0,45;0,026
KE;2;0,85;-0,4167;0,0196
KE;2;0,85;-0,3833;0,0129
KE;2;0,85;-0,35;0,0075
KE;2;0,85;-0,3167;0,004
KE;2;0,85;-0,2833;0,0022
KE;2;0,85;-0,25;0,0013
KE;2;0,85;-0,2167;0,0008
KE;2;0,85;-0,1833;0,0004
KE;2;0,85;-0,15;0,0002
KE;2;0,85;-0,1167;0,0001
KE;2;0,85;-0,0167;0,0001
KE;2;0,85;0,0167;0,0003
KE;2;0,85;0,05;0,001
KE;2;0,85;0,0833;0,0032
KE;2;0,85;0,1167;0,0084
KE;2;0,85;0,15;0,0175
KE;2;0,85;0,1833;0,0296
KE;2;0,85;0,2167;0,0406
KE;2;0,85;0,25;0,0452
KE;2;0,85;0,2833;0,0412
KE;2;0,85;0,3167;0,032
KE;2;0,85;0,35;0,0247
KE;2;0,85;0,3833;0,0256
KE;2;0,85;0,4167;0,0371
KE;2;0,85;0,45;0,0552
KE;2;0,85;0,4833;0,0711
KE;2;0,85;0,5167;0,0758
KE;2;0,85;0,55;0,0664
KE;2;0,85;0,5833;0,0483
KE;2;0,85;0,6167;0,0312
KE;2;0,85;0,65;0,0214
KE;2;0,85;0,6833;0,0196
KE;2;0,85;0,7167;0,0217
KE;2;0,85;0,75;0,0228
KE;2;0,85;0,7833;0,0203
KE;2;0,85;0,8167;0,0148
KE;2;0,85;0,85;0,0087
KE;2;0,85;0,8833;0,0042
KE;2;0,85;0,9167;0,0016
KE;2;0,85;0,95;0,0005
KE;2;0,85;0,9833;0,0001
KE;2;0,8833;-0,7833;0,0001
KE;2;0,8833;-0,75;0,0004
KE;2;0,8833;-0,7167;0,0012
KE;2;0,8833;-0,6833;0,0028
KE;2;0,8833;-0,65;0,0057
KE;2;0,8833;-0,6167;0,01
KE;2;0,8833;-0,5833;0,0158
KE;2;0,8833;-0,55;0,0224
KE;2;0,8833;-0,5167;0,0285
KE;2;0,8833;-0,4833;0,032
KE;2;0,8833;-0,45;0,0311
KE;2;0,8833;-0,4167;0,0256
KE;2;0,8833;-0,3833;0,0177
KE;2;0,8833;-0,35;0,0103
KE;2;0,8833;-0,3167;0,005
KE;2;0,8833;-0,2833;0,0022
KE;2;0,8833;-0,25;0,0009
KE;2;0,8833;-0,2167;0,0004
KE;2;0,8833;-0,1833;0,0002
KE;2;0,8833;-0,15;0,0001
KE;2;0,8833;0,0167;0,0002
KE;2;0,8833;0,05;0,0008
KE;2;0,8833;0,0833;0,0025
KE;2;0,8833;0,1167;0,0065
KE;2;0,8833;0,15;0,0136
KE;2;0,8833;0,1833;0,0231
KE;2;0,8833;0,2167;0,0317
KE;2;0,8833;0,25;0,0353
KE;2;0,8833;0,2833;0,0325
KE;2;0,8833;0,3167;0,0262
KE;2;0,8833;0,35;0,0225
KE;2;0,8833;0,3833;0,0273
KE;2;0,8833;0,4167;0,0422
KE;2;0,8833;0,45;0,0628
KE;2;0,8833;0,4833;0,0797
KE;2;0,8833;0,5167;0,0834
KE;2;0,8833;0,55;0,0718
KE;2;0,8833;0,5833;0,0517
KE;2;0,8833;0,6167;0,0335
KE;2;0,8833;0,65;0,0239
KE;2;0,8833;0,6833;0,0231
KE;2;0,8833;0,7167;0,0264
KE;2;0,8833;0,75;0,028
KE;2;0,8833;0,7833;0,0249
KE;2;0,8833;0,8167;0,0181
KE;2;0,8833;0,85;0,0107
KE;2;0,8833;0,8833;0,0051
KE;2;0,8833;0,9167;0,002
KE;2;0,8833;0,95;0,0006
KE;2;0,8833;0,9833;0,0002
KE;2;0,9167;-0,7833;0,0001
KE;2;0,9167;-0,75;0,0002
KE;2;0,9167;-0,7167;0,0006
KE;2;0,9167;-0,6833;0,0016
KE;2;0,9167;-0,65;0,0034
KE;2;0,9167;-0,6167;0,0068
KE;2;0,9167;-0,5833;0,0125
KE;2;0,9167;-0,55;0,0206
KE;2;0,9167;-0,5167;0,0298
KE;2;0,9167;-0,4833;0,0372
KE;2;0,9167;-0,45;0,0389
KE;2;0,9167;-0,4167;0,0337
KE;2;0,9167;-0,3833;0,024
KE;2;0,9167;-0,35;0,014
KE;2;0,9167;-0,3167;0,0067
KE;2;0,9167;-0,2833;0,0027
KE;2;0,9167;-0,25;0,0009
KE;2;0,9167;-0,2167;0,0003
KE;2;0,9167;-0,1833;0,0001
KE;2;0,9167;0,0167;0,0001
KE;2;0,9167;0,05;0,0006
KE;2;0,9167;0,0833;0,0018
KE;2;0,9167;0,1167;0,0046
KE;2;0,9167;0,15;0,0095
KE;2;0,9167;0,1833;0,0161
KE;2;0,9167;0,2167;0,0221
KE;2;0,9167;0,25;0,0248
KE;2;0,9167;0,2833;0,0232
KE;2;0,9167;0,3167;0,0199
KE;2;0,9167;0,35;0,0202
KE;2;0,9167;0,3833;0,0289
KE;2;0,9167;0,4167;0,0473
KE;2;0,9167;0,45;0,0702
KE;2;0,9167;0,4833;0,0874
KE;2;0,9167;0,5167;0,0898
KE;2;0,9167;0,55;0,076
KE;2;0,9167;0,5833;0,054
KE;2;0,9167;0,6167;0,0349
KE;2;0,9167;0,65;0,0256
KE;2;0,9167;0,6833;0,0258
KE;2;0,9167;0,7167;0,03
KE;2;0,9167;0,75;0,032
KE;2;0,9167;0,7833;0,0286
KE;2;0,9167;0,8167;0,0208
KE;2;0,9167;0,85;0,0123
KE;2;0,9167;0,8833;0,0059
KE;2;0,9167;0,9167;0,0023
KE;2;0,9167;0,95;0,0007
KE;2;0,9167;0,9833;0,0002
KE;2;0,95;-0,75;0,0001
KE;2;0,95;-0,7167;0,0003
KE;2;0,95;-0,6833;0,0009
KE;2;0,95;-0,65;0,0023
KE;2;0,95;-0,6167;0,0053
KE;2;0,95;-0,5833;0,0112
KE;2;0,95;-0,55;0,0209
KE;2;0,95;-0,5167;0,0329
KE;2;0,95;-0,4833;0,0433
KE;2;0,95;-0,45;0,0469
KE;2;0,95;-0,4167;0,0416
KE;2;0,95;-0,3833;0,0301
KE;2;0,95;-0,35;0,0177
KE;2;0,95;-0,3167;0,0085
KE;2;0,95;-0,2833;0,0033
KE;2;0,95;-0,25;0,0011
KE;2;0,95;-0,2167;0,0003
KE;2;0,95;-0,1833;0,0001
KE;2;0,95;0,0167;0,0001
KE;2;0,95;0,05;0,0004
KE;2;0,95;0,0833;0,0012
KE;2;0,95;0,1167;0,003
KE;2;0,95;0,15;0,0062
KE;2;0,95;0,1833;0,0105
KE;2;0,95;0,2167;0,0144
KE;2;0,95;0,25;0,0163
KE;2;0,95;0,2833;0,0157
KE;2;0,95;0,3167;0,015
KE;2;0,95;0,35;0,0184
KE;2;0,95;0,3833;0,0304
KE;2;0,95;0,4167;0,0516
KE;2;0,95;0,45;0,0762
KE;2;0,95;0,4833;0,0936
KE;2;0,95;0,5167;0,0945
KE;2;0,95;0,55;0,0788
KE;2;0,95;0,5833;0,0553
KE;2;0,95;0,6167;0,0356
KE;2;0,95;0,65;0,0265
KE;2;0,95;0,6833;0,0272
KE;2;0,95;0,7167;0,0321
KE;2;0,95;0,75;0,0344
KE;2;0,95;0,7833;0,0307
KE;2;0,95;0,8167;0,0223
KE;2;0,95;0,85;0,0132
KE;2;0,95;0,8833;0,0063
KE;2;0,95;0,9167;0,0025
KE;2;0,95;0,95;0,0008
KE;2;0,95;0,9833;0,0002
KE;2;0,9833;-0,75;0,0001
KE;2;0,9833;-0,7167;0,0002
KE;2;0,9833;-0,6833;0,0006
KE;2;0,9833;-0,65;0,0018
KE;2;0,9833;-0,6167;0,0048
KE;2;0,9833;-0,5833;0,011
KE;2;0,9833;-0,55;0,0216
KE;2;0,9833;-0,5167;0,0353
KE;2;0,9833;-0,4833;0,0475
KE;2;0,9833;-0,45;0,0521
KE;2;0,9833;-0,4167;0,0465
KE;2;0,9833;-0,3833;0,0338
KE;2;0,9833;-0,35;0,0199
KE;2;0,9833;-0,3167;0,0095
KE;2;0,9833;-0,2833;0,0037
KE;2;0,9833;-0,25;0,0012
KE;2;0,9833;-0,2167;0,0003
KE;2;0,9833;-0,1833;0,0001
KE;2;0,9833;0,0167;0,0001
KE;2;0,9833;0,05;0,0003
KE;2;0,9833;0,0833;0,0008
KE;2;0,9833;0,1167;0,0021
KE;2;0,9833;0,15;0,0044
KE;2;0,9833;0,1833;0,0074
KE;2;0,9833;0,2167;0,0103
KE;2;0,9833;0,25;0,0117
KE;2;0,9833;0,2833;0,0116
KE;2;0,9833;0,3167;0,0123
KE;2;0,9833;0,35;0,0176
KE;2;0,9833;0,3833;0,0314
KE;2;0,9833;0,4167;0,0541
KE;2;0,9833;0,45;0,0796
KE;2;0,9833;0,4833;0,097
KE;2;0,9833;0,5167;0,0971
KE;2;0,9833;0,55;0,0801
KE;2;0,9833;0,5833;0,0558
KE;2;0,9833;0,6167;0,0358
KE;2;0,9833;0,65;0,0267
KE;2;0,9833;0,6833;0,0278
KE;2;0,9833;0,7167;0,0329
KE;2;0,9833;0,75;0,0353
KE;2;0,9833;0,7833;0,0315
KE;2;0,9833;0,8167;0,023
KE;2;0,9833;0,85;0,0136
KE;2;0,9833;0,8833;0,0065
KE;2;0,9833;0,9167;0,0025
KE;2;0,9833;0,95;0,0008
KE;2;0,9833;0,9833;0,0002
KE;3;-0,9833;-0,8167;0,0001
KE;3;-0,9833;-0,7833;0,0003
KE;3;-0,9833;-0,75;0,0007
KE;3;-0,9833;-0,7167;0,0014
KE;3;-0,9833;-0,6833;0,0025
KE;3;-0,9833;-0,65;0,0035
KE;3;-0,9833;-0,6167;0,0043
KE;3;-0,9833;-0,5833;0,0047
KE;3;-0,9833;-0,55;0,0048
KE;3;-0,9833;-0,5167;0,0049
KE;3;-0,9833;-0,4833;0,0053
KE;3;-0,9833;-0,45;0,0069
KE;3;-0,9833;-0,4167;0,0111
KE;3;-0,9833;-0,3833;0,0195
KE;3;-0,9833;-0,35;0,0312
KE;3;-0,9833;-0,3167;0,0421
KE;3;-0,9833;-0,2833;0,0466
KE;3;-0,9833;-0,25;0,0419
KE;3;-0,9833;-0,2167;0,0305
KE;3;-0,9833;-0,1833;0,0181
KE;3;-0,9833;-0,15;0,0086
KE;3;-0,9833;-0,1167;0,0034
KE;3;-0,9833;-0,0833;0,0011
KE;3;-0,9833;-0,05;0,0003
KE;3;-0,9833;-0,0167;0,0001
KE;3;-0,9833;0,0167;0,0002
KE;3;-0,9833;0,05;0,0006
KE;3;-0,9833;0,0833;0,002
KE;3;-0,9833;0,1167;0,0051
KE;3;-0,9833;0,15;0,0107
KE;3;-0,9833;0,1833;0,0181
KE;3;-0,9833;0,2167;0,0248
KE;3;-0,9833;0,25;0,0276
KE;3;-0,9833;0,2833;0,025
KE;3;-0,9833;0,3167;0,0187
KE;3;-0,9833;0,35;0,0121
KE;3;-0,9833;0,3833;0,0081
KE;3;-0,9833;0,4167;0,007
KE;3;-0,9833;0,45;0,0076
KE;3;-0,9833;0,4833;0,0079
KE;3;-0,9833;0,5167;0,007
KE;3;-0,9833;0,55;0,0051
KE;3;-0,9833;0,5833;0,003
KE;3;-0,9833;0,6167;0,0014
KE;3;-0,9833;0,65;0,0006
KE;3;-0,9833;0,6833;0,0002
KE;3;-0,95;-0,8167;0,0001
KE;3;-0,95;-0,7833;0,0004
KE;3;-0,95;-0,75;0,001
KE;3;-0,95;-0,7167;0,0022
KE;3;-0,95;-0,6833;0,0038
KE;3;-0,95;-0,65;0,0054
KE;3;-0,95;-0,6167;0,0066
KE;3;-0,95;-0,5833;0,0072
KE;3;-0,95;-0,55;0,0074
KE;3;-0,95;-0,5167;0,0074
KE;3;-0,95;-0,4833;0,0076
KE;3;-0,95;-0,45;0,0086
KE;3;-0,95;-0,4167;0,0119
KE;3;-0,95;-0,3833;0,0192
KE;3;-0,95;-0,35;0,0298
KE;3;-0,95;-0,3167;0,0398
KE;3;-0,95;-0,2833;0,0439
KE;3;-0,95;-0,25;0,0395
