id;bereich_key;iteration_key;start;ende;duration_minutes;has_comment;freitext_kommentar;word_count;valence;valence_rank;arousal;arousal_raw;corner;topic_key;arousal_llm_rejected;n_no_judgement;answer_std;flag_speeder;flag_straightliner;quality_flag;teamarbeit_score;kultur_score;fuehrung_score;strategie_score;arbeitsgestaltung_score;entwicklung_score;wertschoepfung_score;engagement_score;overall_score;group_small;valence_jitter;valence_bin;arousal_bin
967;6;12;2025-11-01 08:22:00;2025-11-01 08:33:12;11,2;0;;;;;;;;;;0;0,6903548343746964;False;False;False;3,8333333333333335;3,5;3,5;4,666666666666667;3,375;3,5714285714285716;4,111111111111111;3,2;3,7037037037037037;0;;;
968;11;3;2024-09-20 11:05:00;2024-09-20 11:19:00;14,0;0;;;;;;;;;;0;0,0;False;True;False;4,0;4,0;4,0;4,0;4,0;4,0;4,0;4,0;4,0;0;;;
969;6;7;2025-03-28 04:40:00;2025-03-28 04:53:36;13,6;1;Ich ärgere mich ständig über die mangelnde Kommunikation innerhalb des Teams. Nie weiß ich, was meine Kollegen tun oder ob sie Hilfe benötigen. Es gibt kein offenes Ohr für meine Ideen und Anregungen. Wir arbeiten nicht zusammen, sondern nebeneinander her. Das führt oft zu Doppelarbeiten und Fehlern, weil keiner den Überblick hat. Jeder macht, was er will, ohne auf die anderen zu achten. So kommen wir nicht weiter. Es muss endlich eine Änderung geben, damit wir effektiver arbeiten können.;79,0;-0,6;-0,8952;-0,02639999999999998;2,876285714285714;Low Valence/Low Arousal;16,0;7,669480424250343;0;1,082869599182184;False;False;False;3,6666666666666665;2,6666666666666665;3,0;3,8333333333333335;3,75;2,4285714285714284;3,4444444444444446;2,6;3,185185185185185;0;-0,5972791723980033;-0,6;-0,1
970;6;8;2025-04-21 02:38:00;2025-04-21 02:49:06;11,1;1;Ich finde, dass bei uns viele Prozesse und Werkzeuge bereits gut strukturiert sind. Allerdings gibt es noch einige Bereiche, in denen nicht genug auf Effizienz und Vereinfachung geachtet wird.;29,0;-0,35;-0,4404;-0,9896;1,9777142857142855;Low Valence/Low Arousal;9,0;4,215753077157041;0;0,7193540856137319;False;False;False;3,5;3,8333333333333335;3,5;4,333333333333333;4,0;3,7142857142857144;3,2222222222222223;2,4;3,537037037037037;0;-0,36461413733242304;-0,4;-1,0
971;1;1;2024-03-23 07:28:00;2024-03-23 07:33:24;5,4;0;;;;;;;;;;0;0,7258817140232418;False;False;False;4,0;4,0;4,25;3,0;5,0;4,857142857142857;3,6666666666666665;3,6;4,037037037037037;0;;;
972;5;7;2025-04-03 01:15:00;2025-04-03 01:18:36;3,6;0;;;;;;;;;;0;0,6742234190000836;False;False;False;4,0;3,0;3,0;4,166666666666667;2,625;3,0;2,888888888888889;3,2;3,1296296296296298;0;;;
973;8;7;2025-04-01 07:20:00;2025-04-01 07:25:36;5,6;1;Ich könnte hier wirklich eine Veränderung gebrauchen. Die Prozesse sind so ineffizient und die Werkzeuge so unhandlich, dass ich manchmal das Gefühl habe, in der Steinzeit zu arbeiten. Wenn das Unternehmen ernsthaft an Produktivität interessiert ist, sollte es dringend etwas gegen diese Missstände unternehmen.;44,0;-0,6;-0,8952;0,7272000000000001;3,3072333333333344;Low Valence/High Arousal;9,0;6,734073114758918;0;0,0;False;True;False;2,0;2,0;2,0;2,0;2,0;2,0;2,0;2,0;2,0;0;-0,6190523344629895;-0,7;0,7
974;11;13;2026-03-06 09:34:00;2026-03-06 09:59:06;25,1;1;Die Prozesse hier sind so ineffizient wie eh und je. Ständig wird an neuen Werkzeugen herumgedoktert, aber das eigentliche Problem - der bürokratische Aufwand -, wird nicht angegangen. Es ist Zeit für eine grundlegende Überarbeitung, damit wir endlich effizient arbeiten können!;41,0;-0,6;-0,8952;0,09440000000000004;2,9329999999999994;Low Valence/High Arousal;9,0;7,111699966683696;0;1,0429290045135504;False;False;False;3,8333333333333335;4,333333333333333;4,5;2,0;3,875;3,7142857142857144;4,333333333333333;3,2;3,685185185185185;0;-0,5791575796185402;-0,6;0,0
975;6;4;2024-10-08 07:32:00;2024-10-08 07:56:00;24,0;1;Ich erlebe eine gewisse Unklarheit bezüglich unserer Unternehmensstrategie. Es wäre hilfreich, wenn diese klarer und verständlicher kommuniziert würde, damit wir alle besser verstehen, wohin wir steuern.;26,0;-0,3;-0,21120000000000005;-0,3952;2,719666666666667;Low Valence/Low Arousal;1,0;4,071099812413149;0;1,1894305081058156;False;False;False;3,5;3,0;3,0;4,833333333333333;4,375;4,142857142857143;4,444444444444445;4,0;3,9814814814814814;0;-0,3089233504258834;-0,4;-0,4
976;10;11;2025-09-29 00:03:00;2025-09-29 00:06:54;3,9;0;;;;;;;;;;0;0,5961089765719734;False;False;False;3,8333333333333335;3,8333333333333335;4,0;3,8333333333333335;3,625;4,142857142857143;4,555555555555555;5,0;4,055555555555555;0;;;
977;4;6;2025-03-14 00:53:00;2025-03-14 01:00:36;7,6;0;;;;;;;;;;0;1,0687414308343393;False;False;False;3,5;3,0;2,75;2,8333333333333335;3,75;3,4285714285714284;2,3333333333333335;3,2;3,0925925925925926;0;;;
978;1;11;2025-10-12 09:03:00;2025-10-12 09:29:30;26,5;0;;;;;;;;;;0;0,0;False;True;False;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;0;;;
979;11;7;2025-03-24 01:31:00;2025-03-24 01:57:06;26,1;1;Ich finde das Teamwork bei uns sehr gut, jedoch gibt es auch noch Luft nach oben. Eine gute Erfahrung war vor Kurzem, als ich Unterstützung von meinen Kollegen bekam, um einen wichtigen Kundenauftrag abzuschließen. Jeder hat seine Stärken eingebracht und so haben wir es geschafft, den Auftrag innerhalb des Zeitplans zu erledigen. Tuttavia, manchmal habe ich das Gefühl, dass es mehr Kommunikation geben könnte, um noch effektiver zusammenzuarbeiten.;68,0;0,25;0,18199999999999994;0,09919999999999995;2,9369473684210528;High Valence/High Arousal;-1,0;5,800513694168868;0;0,6656176232682778;False;False;False;4,333333333333333;4,666666666666667;4,5;3,5;4,875;5,0;4,777777777777778;4,4;4,518518518518518;0;0,2515943045673034;0,2;0,0
980;5;9;2025-05-14 00:32:00;2025-05-14 00:43:00;11,0;1;Die Ausstattung und Arbeitsumgebung in unserem Unternehmen sind exzellent. Jeder Mitarbeiter hat allesamt notwendigen Werkzeuge für seine Aufgaben und auch die Büros sind hervorragend eingerichtet.;25,0;0,75;0,9236;-0,692;2,5798181818181822;High Valence/Low Arousal;2,0;4,231359583077752;0;0,6994057575518774;False;False;False;5,0;3,0;4,0;4,166666666666667;4,875;3,5714285714285716;4,0;4,0;4,037037037037037;0;0,7343619472307671;0,7;-0,7
981;7;6;2025-03-22 09:37:00;2025-03-22 09:41:00;4,0;1;Der Informationsfluss innerhalb unseres Unternehmens ist wirklich gut strukturiert. Ich bin sehr froh darüber, dass alle Abteilungen eng miteinander vernetzt sind und Informationen schnell weitergegeben werden. Das ermöglicht uns eine effiziente Zusammenarbeit und die Lösung von Aufgaben sogar noch vor Ablauf derDeadlines. Auch die Kommunikation zwischen den Mitarbeitern ist hervorragend und trägt zur positiven Arbeitsatmosphäre bei.;56,0;0,75;0,9236;-0,788;2,5022749999999996;High Valence/Low Arousal;0,0;6,572325076179815;0;1,1271380800826167;False;False;False;4,166666666666667;2,3333333333333335;3,75;2,5;2,875;3,7142857142857144;4,666666666666667;4,2;3,5555555555555554;0;0,7744301949259789;0,7;-0,8
982;6;14;2026-04-01 09:03:00;2026-04-01 09:21:06;18,1;1;Die Kommunikation unserer Führungskraft ist gut strukturiert und transparent. Regelmäßige Meetings helfen dabei, wichtige Informationen schnell und effektiv zu teilen. Allerdings gibt es manchmal eine Diskrepanz zwischen dem, was kommuniziert wird, und dem, was tatsächlich umgesetzt wird. Es könnte hilfreich sein, die Mitarbeiterarlier über den Fortschritt der Umsetzung zu informieren, um Missverständnisse zu vermeiden.;54,0;0,25;0,18199999999999994;-0,25039999999999996;2,786722222222222;High Valence/Low Arousal;8,0;5,798457133864478;0;0,9331236661772938;False;False;False;5,0;3,6666666666666665;4,5;4,833333333333333;3,875;4,285714285714286;4,111111111111111;3,8;4,185185185185185;0;0,26591539343519316;0,2;-0,3
983;9;5;2024-10-16 11:46:00;2024-10-16 11:50:30;4,5;0;;;;;;;;;;0;0,9111469032188405;False;False;False;3,1666666666666665;3,1666666666666665;3,5;4,166666666666667;3,75;4,285714285714286;4,111111111111111;3,6;3,6666666666666665;0;;;
984;5;2;2024-04-01 11:35:00;2024-04-01 11:48:48;13,8;1;Die Ausstattung ist mies. Meine Arbeitsumgebung lässt zu wünschen übrig.;10,0;-0,5;-0,7524;-0,392;2,7203999999999997;Low Valence/Low Arousal;2,0;5,3491937245467955;0;1,3963114031587636;False;False;False;3,8333333333333335;3,8333333333333335;2,75;4,5;4,125;4,142857142857143;3,2222222222222223;1,8;3,5555555555555554;0;-0,5015620351493024;-0,6;-0,4
985;7;2;2024-03-26 06:34:00;2024-03-26 06:41:30;7,5;0;;;;;;;;;;0;1,016461298293949;False;False;False;4,666666666666667;4,5;3,0;3,6666666666666665;3,75;3,2857142857142856;3,4444444444444446;4,2;3,7962962962962963;0;;;
986;5;1;2024-03-24 08:15:00;2024-03-24 08:20:48;5,8;0;;;;;;;;;;0;0,6097278035398286;False;False;False;3,3333333333333335;2,6666666666666665;2,75;2,8333333333333335;3,25;3,5714285714285716;3,3333333333333335;3,0;3,074074074074074;0;;;
987;10;2;2024-04-06 02:28:00;2024-04-06 02:37:24;9,4;0;;;;;;;;;;0;0,0;False;True;False;2,0;2,0;2,0;2,0;2,0;2,0;2,0;2,0;2,0;0;;;
988;11;5;2024-10-27 01:32:00;2024-10-27 01:47:24;15,4;1;Die Weiterbildungsangebote sind sehr gut. Allerdings gibt es nicht genügend Möglichkeiten für eine individuelle Entwicklung und Karriereplanung innerhalb des Unternehmens.;20,0;-0,35;-0,4404;-0,244;2,789714285714286;Low Valence/Low Arousal;-1,0;5,461019644995398;0;1,3276872068966747;False;False;False;2,5;3,3333333333333335;3,75;3,5;4,125;4,142857142857143;4,222222222222222;2,8;3,537037037037037;0;-0,3724946655151533;-0,4;-0,3
989;8;6;2025-03-10 11:51:00;2025-03-10 12:00:48;9,8;1;Ich finde es sehr positiv, wie reibungslos unsere Prozesse miteinander abgestimmt sind. Wir haben ausgezeichnete Werkzeuge, die uns dabei unterstützen, schnell und effizient zu arbeiten.;25,0;0,5;0,6192;0,2831999999999999;3,025375;High Valence/High Arousal;11,0;6,149802233503261;0;0,8252225839540414;False;False;False;4,166666666666667;3,3333333333333335;3,25;3,3333333333333335;4,25;3,5714285714285716;4,555555555555555;4,6;3,8703703703703702;0;0,4921201838405314;0,4;0,2
990;3;13;2026-03-18 03:51:00;2026-03-18 03:54:42;3,7;0;;;;;;;;;;0;0,8201259469331427;False;False;False;5,0;4,166666666666667;3,75;3,1666666666666665;4,0;4,428571428571429;4,777777777777778;4,8;4,314814814814815;0;;;
991;11;4;2024-09-30 05:16:00;2024-09-30 05:18:36;2,6;1;Ich schätze die offene Kommunikation unserer Führungskraft sehr. Es gibt keine Geheimnisse oder ein Verstecken von Informationen. Wir werden regelmäßig über die Unternehmensentwicklungen informiert und können aktiv an Entscheidungen beteiligt werden. Das stärkt das Vertrauen in unsere Führungscrew und motiviert uns, unser Bestes zu geben.;45,0;0,75;0,9236;0,732;3,311235294117647;High Valence/High Arousal;-1,0;7,016712766234311;0;0,6344412685745153;True;False;False;3,6666666666666665;3,0;3,25;3,5;3,375;3,2857142857142856;3,5555555555555554;4,4;3,4444444444444446;0;0,7561354372494105;0,7;0,7
992;7;7;2025-03-30 08:47:00;2025-03-30 08:53:12;6,2;1;Die Strategie des Unternehmens ist klar und verständlich kommuniziert worden. Das hat sich für mich jüngst beim Projekt XYZ bezahlt gemacht, wo ich dank der klarsen Zielvorgaben schnell handeln konnte und erfolgreich war. ```;34,0;0,5;0,6192;0,9303999999999999;3,6430000000000002;High Valence/High Arousal;1,0;6,530105702641256;0;1,1431441189061846;False;False;False;4,333333333333333;2,8333333333333335;3,25;2,8333333333333335;3,375;2,857142857142857;3,111111111111111;4,0;3,2962962962962963;0;0,512541929237243;0,5;0,9
993;7;6;2025-03-22 09:55:00;2025-03-22 10:06:30;11,5;1;"Ich kann es nicht mehr hören: ""Das muss ich erst mit meinem Chef besprechen."" Wie oft höre ich diesen Satz? Jede Entscheidung wird ad infinitum nach oben gereicht. Das lähmt uns! Managen bedeutet nicht, alles zu Genehmigen. Wir brauchen mehr Eigenverantwortung und Entscheidungsfreiheit auf der Ebene, wo die Probleme entstehen - sonst bleibt es dabei: Nichts geht voran.";58,0;-0,6;-0,8952;-0,6704;2,590870370370371;Low Valence/Low Arousal;-1,0;7,8938270781818245;0;0,743948331201069;False;False;False;5,0;3,8333333333333335;4,5;3,3333333333333335;4,625;4,571428571428571;4,111111111111111;4,0;4,222222222222222;0;-0,5853182308068811;-0,6;-0,7
994;12;6;2025-03-15 01:47:00;2025-03-15 02:05:18;18,3;1;Der Informationsfluss im Unternehmen ist teilweise gut organisiert. Es gibt regelmäßige Meetings und E-Mail-Verteiler für wichtige Informationen. Allerdings fehlt es manchmal an Transparenz, besonders wenn es um interne Entscheidungen geht. Hier könnte mehr Kommunikation nach außen betrieben werden.;38,0;0,25;0,18199999999999994;-0,956;2,250671875;High Valence/Low Arousal;0,0;4,5838444563866005;3;0,9849853188912883;False;False;False;3,8;2,8333333333333335;2,75;2,1666666666666665;3,0;2,8333333333333335;3,3333333333333335;3,2;2,9019607843137254;0;0,23559773055402713;0,2;-1,0
995;3;10;2025-09-08 10:42:00;2025-09-08 10:58:48;16,8;0;;;;;;;;;;0;1,0569063408256325;False;False;False;3,3333333333333335;3,3333333333333335;4,25;2,8333333333333335;4,0;3,7142857142857144;4,333333333333333;3,2;3,574074074074074;0;;;
996;1;1;2024-03-15 01:16:00;2024-03-15 01:27:00;11,0;0;;;;;;;;;;2;0,2690691175985249;False;True;False;5,0;5,0;5,0;4,5;5,0;5,0;5,0;5,0;4,923076923076923;0;;;
997;4;2;2024-04-04 04:08:00;2024-04-04 04:22:30;14,5;1;Ich finde es sehr positiv, dass Entscheidungen hier schnell und zielgerichtet getroffen werden, ohne lange Wartezeiten.;16,0;0,5;0,6192;0,47839999999999994;3,128;High Valence/High Arousal;12,0;6,26389483363987;0;0,9647888940399827;False;False;False;4,833333333333333;3,1666666666666665;2,75;4,333333333333333;4,125;3,5714285714285716;3,3333333333333335;3,6;3,7777777777777777;0;0,5069506824632082;0,5;0,4
998;2;4;2024-09-28 05:59:00;2024-09-28 06:22:12;23,2;0;;;;;;;;;;0;1,1060155696243938;False;False;False;4,333333333333333;4,5;4,25;3,6666666666666665;4,25;4,285714285714286;4,222222222222222;5,0;4,277777777777778;0;;;
999;12;4;2024-10-10 02:42:00;2024-10-10 02:48:12;6,2;1;Ich fühle mich oft überfordert durch die hohe Arbeitsmenge und die knappen Terminvorgaben. Es ist schwer, alles innerhalb der gegebenen Zeit zu erledigen.;23,0;-0,5;-0,7524;0,4423999999999999;3,1061000000000005;Low Valence/High Arousal;4,0;6,079684936260711;0;0,9195447480551184;False;False;False;3,5;3,1666666666666665;2,75;2,3333333333333335;3,25;4,285714285714286;3,5555555555555554;2,0;3,1481481481481484;0;-0,4753315750794411;-0,5;0,4
1000;9;12;2025-10-17 06:20:00;2025-10-17 06:25:48;5,8;1;Ich schätze die offene Kommunikationsweise unserer Führungskraft sehr. Sie hört immer zu und gibt uns das Gefühl, gehört zu werden. Dies motiviert mich und mein Team sehr.;27,0;0,5;0,6192;0,8624;3,4922222222222223;High Valence/High Arousal;10,0;6,9826806740931335;0;0,8775482012758865;False;False;False;4,333333333333333;4,5;3,75;3,5;4,125;4,571428571428571;4,555555555555555;4,2;4,148148148148148;0;0,48904481929820776;0,4;0,8
1001;10;9;2025-05-07 09:50:00;2025-05-07 10:07:54;17,9;0;;;;;;;;;;0;0,7727450230960898;False;False;False;3,0;3,8333333333333335;4,0;2,3333333333333335;3,5;3,857142857142857;2,7777777777777777;4,0;3,314814814814815;0;;;
1002;5;6;2025-03-19 10:56:00;2025-03-19 10:59:24;3,4;1;Ich finde den Umgang mit Fehlern in unserem Unternehmen unglaublich negativ. Wenn etwas schief läuft, wird nicht daran gearbeitet, es besser zu machen, sondern der Fehler wird vertuscht oder auf andere abgeschoben. Das führt dazu, dass ich Angst habe, Fehler zu machen, weil ich fürchte, das könnte negative Konsequenzen für mich haben. Stattdessen sollten wir eine Fehlerkultur etablieren, in der jeder frei von Angst und Sorge seine Fehler eingesteht und aus ihnen lernt. Nur so können wir als Unternehmen wirklich vorankommen und besser werden.;84,0;-0,6;-0,8952;0,9256;3,6260769230769228;Low Valence/High Arousal;5,0;7,036048689149525;0;0,8226782122740239;False;False;False;1,6666666666666667;1,0;1,75;3,1666666666666665;2,0;2,4285714285714284;1,2222222222222223;1,0;1,7592592592592593;0;-0,6020868979231743;-0,7;0,9
1003;6;3;2024-09-13 03:18:00;2024-09-13 03:25:24;7,4;0;;;;;;;;;;15;0,664300795241662;False;False;False;3,6666666666666665;3,4;3,5;2,4;2,8333333333333335;2,6666666666666665;3,2;2,5;2,923076923076923;0;;;
1004;7;4;2024-10-12 08:29:00;2024-10-12 08:41:42;12,7;1;Das mobile Arbeiten wird bei uns sehr gut geregelt. Mein Teamleiter hat mir erlaubt, zweimal die Woche von zu Hause auszuarbeiten und ich merke, wie viel produktiver ich dadurch geworden bin.;31,0;0,5;0,6192;-0,648;2,6014;High Valence/Low Arousal;3,0;6,56229532066083;0;0,9647888940399829;False;False;False;5,0;4,166666666666667;3,0;4,166666666666667;4,625;4,285714285714286;4,333333333333333;3,4;4,111111111111111;0;0,4826163355078788;0,4;-0,7
1005;1;7;2025-04-06 06:34:00;2025-04-06 06:39:42;5,7;0;;;;;;;;;;0;1,0171485609135733;False;False;False;3,6666666666666665;3,5;3,25;4,0;3,25;3,142857142857143;4,333333333333333;3,6;3,611111111111111;0;;;
1006;8;13;2026-03-16 05:33:00;2026-03-16 05:43:24;10,4;0;;;;;;;;;;0;0,7401814800036012;False;False;False;4,833333333333333;4,666666666666667;4,25;3,6666666666666665;4,5;4,857142857142857;4,666666666666667;5,0;4,592592592592593;0;;;
1007;10;7;2025-03-27 10:00:00;2025-03-27 10:03:30;3,5;1;Ich finde, das Team arbeitet gut zusammen. Es gibt hier und da mal ein paar Diskussionen, aber insgesamt werden die Aufgaben doch recht harmonisch erledigt.;25,0;0,35;0,3844000000000001;-0,4608;2,6969999999999996;High Valence/Low Arousal;7,0;3,6690225513737786;0;0,0;False;True;False;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;0;0,3710926225077497;0,3;-0,5
1008;8;11;2025-10-08 03:31:00;2025-10-08 03:47:42;16,7;0;;;;;;;;;;0;0,8241633836921342;False;False;False;3,3333333333333335;4,166666666666667;4,0;3,1666666666666665;4,75;4,571428571428571;4,333333333333333;3,2;4,0;0;;;
1009;9;14;2026-04-05 00:08:00;2026-04-05 00:11:48;3,8;1;Ich vermisse eine klare Strategie. Es ist schwierig, Ziele zu verfolgen, wenn diese unklar sind oder sich ständig ändern. Eine strategische Ausrichtung ohne feste Richtung ist wie ein Boot auf dem Meer ohne Ruder oder Kompass. Ohne eine klare strategische Linie fehlt es an Orientierung und Fokus, was sich negativ auf die Leistung und Motivation auswirkt. Es wäre wünschenswert, dass die Führungskräfte eine unambigue Strategie entwickeln und kommunizieren, damit alle Mitarbeiter verstehen, wohin die Reise geht und welchen Beitrag sie leisten können.;82,0;-0,4;-0,55;0,36640000000000006;3,068544117647059;Low Valence/High Arousal;1,0;6,693213702346952;0;1,397437007052284;False;False;False;4,0;3,5;2,5;4,5;3,125;4,428571428571429;3,4444444444444446;2,8;3,5;0;-0,38869099358080494;-0,4;0,3
1010;10;5;2024-11-03 03:53:00;2024-11-03 03:56:30;3,5;1;Ich bin extrem unzufrieden mit dem Informationsfluss im Unternehmen. Es gibt zu viele Silos und mangelnde Koordination zwischen den Abteilungen. Wichtige Informationen werden nicht an alle Beteiligten weitergegeben oder erst sehr spät. Das führt oft zu Doppelarbeiten und Verzögerungen. Es muss endlich ein transparenter und effektiver Informationsfluss eingeführt werden, damit jeder im Unternehmen auf demselben Stand ist und zusammen effektiv arbeiten kann.;62,0;-0,6;-0,8952;0,0616000000000001;2,9187083333333335;Low Valence/High Arousal;0,0;7,3215462359643695;0;1,0757475095962414;False;False;False;4,166666666666667;4,333333333333333;4,25;4,5;3,375;3,4285714285714284;3,0;2,0;3,5555555555555554;0;-0,6019450284922546;-0,7;0,0
1011;6;3;2024-09-13 03:57:00;2024-09-13 04:33:18;36,3;1;Ich finde es positiv, dass wir in den letzten Jahren vermehrt auf digitale Werkzeuge gesetzt haben. Allerdings sollten wir die Umsetzung der Prozesse damit besser Abstimmen, um nicht unnötig Zeit zu verlieren.;32,0;0,25;0,18199999999999994;-0,18079999999999996;2,815909090909091;High Valence/Low Arousal;27,0;4,731806246437271;0;1,2501572228167968;False;False;False;3,5;3,0;3,75;5,0;4,5;3,0;3,4444444444444446;3,0;3,611111111111111;0;0,25799756505646393;0,2;-0,2
1012;4;2;2024-04-12 05:54:00;2024-04-12 06:00:54;6,9;1;Ich habe das Gefühl, dass wir uns permanent im Stress befinden. Es ist nie genug Zeit, um unsere Arbeit gründlich zu erledigen. Wir müssen immer schneller und mehr leisten, ohne dass dies entsprechend gewürdigt wird. Gleichzeitig gibt es kein Entlastungspaket in Sicht. Das führt dazu, dass die Qualität unserer Arbeit leidet und wir uns persönlich überfordert fühlen.;57,0;-0,65;-0,9756;0,5431999999999999;3,1733529411764705;Low Valence/High Arousal;4,0;7,320247905550915;0;1,2092411467293842;False;False;False;4,166666666666667;3,1666666666666665;4,0;4,5;3,5;3,5714285714285716;3,888888888888889;1,6;3,5;0;-0,6450152321642005;-0,7;0,5
1013;5;7;2025-04-02 09:21:00;2025-04-02 09:49:30;28,5;0;;;;;;;;;;0;0,946692355041668;False;False;False;3,6666666666666665;2,5;3,5;2,1666666666666665;3,625;3,2857142857142856;4,111111111111111;2,0;3,1666666666666665;0;;;
1014;4;8;2025-04-26 04:42:00;2025-04-26 05:03:12;21,2;0;;;;;;;;;;0;0,7337810716257067;False;False;False;5,0;4,166666666666667;3,75;3,3333333333333335;4,5;4,428571428571429;3,7777777777777777;4,0;4,092592592592593;0;;;
1015;12;12;2025-10-13 07:06:00;2025-10-13 07:16:12;10,2;0;;;;;;;;;;0;0,9857474895770961;False;False;False;2,8333333333333335;2,8333333333333335;2,75;4,5;4,125;3,7142857142857144;4,111111111111111;2,2;3,5;0;;;
1016;1;8;2025-04-24 10:43:00;2025-04-24 10:50:06;7,1;0;;;;;;;;;;0;0,6065678266293777;False;False;False;5,0;3,6666666666666665;4,5;5,0;4,125;4,857142857142857;4,555555555555555;4,4;4,5;0;;;
1017;9;10;2025-09-03 03:41:00;2025-09-03 03:52:18;11,3;1;Die Möglichkeit zur Weiterbildung ist vorhanden, jedoch nicht ausreichend ausgeschöpft. Es gibt keine regelmäßigen Angebote oder Förderung von Fortbildungen, was mich manchmal enttäuscht. Ich habe das Gefühl, dass meine persönliche Entwicklung hier auf Dauer stagniert. Insgesamt bin ich aber zufrieden mit den Entwicklungsmöglichkeiten innerhalb des Unternehmens und schätze die Flexibilität bei der Gestaltung meiner Arbeitszeit sehr.;56,0;-0,3;-0,21120000000000005;-0,5928;2,6327499999999997;Low Valence/Low Arousal;-1,0;4,190062078888682;0;1,2361037500075265;False;False;False;3,1666666666666665;2,3333333333333335;3,5;3,3333333333333335;3,0;2,142857142857143;3,5555555555555554;2,4;3,0185185185185186;0;-0,29109529695600855;-0,3;-0,6
1018;6;11;2025-10-04 00:35:00;2025-10-04 00:41:24;6,4;0;;;;;;;;;;0;0,9700259709650102;False;False;False;4,5;3,0;4,25;4,833333333333333;3,75;3,5714285714285716;2,6666666666666665;4,2;3,759259259259259;0;;;
1019;1;7;2025-04-13 08:19:00;2025-04-13 08:22:18;3,3;1;Ich erlebe den Informationsfluss im Unternehmen als teils gut organisiert und transparent, jedoch mit einigen Herausforderungen. Die regelmäßigen Teamsitzungen und E-Mail-Updates ermöglichen es, auf dem neuesten Stand zu bleiben. Allerdings gibt es auch Doppelarbeit durch mangelnde Abstimmung zwischen Abteilungen. Eine klare Informationspolitik könnte hier Abhilfe schaffen.;46,0;0,25;0,18199999999999994;-0,4688;2,6941785714285715;High Valence/Low Arousal;0,0;5,158496589731248;0;0,5433673511234791;False;False;False;4,666666666666667;4,666666666666667;4,75;4,5;4,625;4,714285714285714;5,0;4,6;4,685185185185185;0;0,22701268699699617;0,2;-0,5
1020;7;3;2024-09-06 10:18:00;2024-09-06 10:33:36;15,6;0;;;;;;;;;;0;1,0757475095962414;False;False;False;3,5;2,8333333333333335;3,5;5,0;3,75;4,142857142857143;3,7777777777777777;2,0;3,5555555555555554;0;;;
1021;9;6;2025-03-04 04:34:00;2025-03-04 04:53:12;19,2;1;Ich finde es positiv, dass wir als Team gut zusammenarbeiten und uns gegenseitig unterstützen. Allerdings merke ichsometimes auch einen hohen Arbeitsaufwand und Termindruck, der aber durch gute Kommunikation und Flexibilität ausgeglichen wird.;32,0;0,25;0,18199999999999994;0,28400000000000003;3,026;High Valence/High Arousal;19,0;4,937727663481978;0;0,7115400959721809;False;False;False;4,666666666666667;3,8333333333333335;4,75;3,8333333333333335;5,0;4,428571428571429;4,555555555555555;4,0;4,388888888888889;0;0,2696243844843663;0,2;0,2
1022;12;9;2025-05-06 04:02:00;2025-05-06 04:10:18;8,3;1;Ich finde die Kommunikation mit unserer Führungskraft oft unklar und unzureichend. Es wäre hilfreich, wenn mehr Informationen gegeben würden und die Ziele sowie Entscheidungen transparent erläutert würden.;27,0;-0,4;-0,55;-0,45599999999999996;2,6978;Low Valence/Low Arousal;8,0;4,508856981085797;0;0,6936368469679923;False;False;False;3,0;2,8333333333333335;3,0;2,0;3,125;4,142857142857143;3,2222222222222223;4,0;3,1666666666666665;0;-0,38751906905385664;-0,4;-0,5
1023;5;12;2025-10-16 01:46:00;2025-10-16 01:55:18;9,3;0;;;;;;;;;;0;0,8106988987302965;False;False;False;3,8333333333333335;3,0;3,75;4,0;4,125;3,4285714285714284;3,3333333333333335;4,8;3,7222222222222223;0;;;
1024;5;6;2025-03-16 06:54:00;2025-03-16 07:07:06;13,1;1;Ich bin überrascht, wie gut wir zusammenarbeiten.;7,0;0,5;0,6192;1,0;5,0440000000000005;High Valence/High Arousal;7,0;5,090070647697765;0;1,2280213101673023;False;False;False;4,666666666666667;4,0;4,75;4,0;3,875;3,857142857142857;2,888888888888889;4,4;3,962962962962963;0;0,5015706905798621;0,5;0,9
1025;6;3;2024-09-12 00:50:00;2024-09-12 00:56:12;6,2;1;Die Klarheit der Strategie unseres Unternehmens ist beeindruckend. Jeder Mitarbeiter weiß genau, welchen Beitrag er leisten kann, um die Ziele zu erreichen. Es gibt klare Vorgaben und regelmäßige Updates, die uns auf dem Laufenden halten. Das motiviert mich sehr und ich fühle mich als Teil eines gut organisierten Ganzen. Gleichzeitig merke ich aber, dass es manchmal auch ein wenig mehr Flexibilität geben könnte, um den Mitarbeiterinnen und Mitarbeitern Raum für kreative Lösungen zu lassen.;74,0;0,45;0,40359999999999996;0,3375999999999999;3,053521739130435;High Valence/High Arousal;1,0;6,9881267495177815;0;1,2562909480655644;False;False;False;3,1666666666666665;3,3333333333333335;3,5;2,1666666666666665;4,125;4,428571428571429;4,666666666666667;3,2;3,685185185185185;0;0,4579997859400576;0,4;0,3
